"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","healthy_life_expectancy_ihme","life_expectancy_ihme","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un"
"34",3.293,0.847186882,2.110779841,3.608958352,70.77584646,176.339168,301.5002801,30.79742586,76.73228543,131.1949342,0.07885481,3.222103,17.94347,1093239.143,44671074.89,248767370.9,1048983300,322236700,9.8981826,7.6439389,8.2972253,8.2972253,1.58,0.3,268.3886976,837.5005904,1382.527738,0.272490726,0.850300875,1.403658169,36.7,43.8,307.9,132.84,12.13,74.79,10.09,25.64,8.71,0.61,0.61,156.5,3.24,6.2,5.9,6.5,5.771,332.12,"3",35.9317688,13101.7064,3294.700605,1.78,5.2,287.7,25.015,2.21573487824284e-06,79.17,"1","2",75.89,1.82641975522,24811,96.9,762.2437789,74.2,1.0267,0.6975,3.2828,4.4432,1.1055,15.1775,27.814,39.05,1.0605,72.9293,3.1062,10.3366,4.6769,0.9431,0.1177,13.9063,0.5313,4.34,67.85,76.36,8.51,246.86253,7.943e+10,26.3,10.7,13.16,7.9,11.5,720.4156658,7.065046376,76.912,75.4,24.27643908,23.59199764,5.5,165,132753,65418,1444216102
"35",600.693,1.024257877,2.611167317,3.266096458,85.56874495,218.142633,272.856847,23.07791175,58.83312227,73.58955935,2.649699,15.29894,22.39919,1295731.057,7481344.747,10953442.69,39113473,9115224,8.3281758,8.7073733,8.4604687,8.4604687,0.46,0.17,53.91300802,52.47716538,234.2465834,1.764725833,1.717726626,7.667555793,14.41,39.52,185.27,32.92,22.02,43.08,10,50.39,18.23,0.18,1.09,109.16,2.44,22.3,17.6,26.6,5.709,431.25,"3",51.33497,13545.0495,814.191192,5.42,5.4,450.73,19.592,-0.000306246786847,41.67,"1","2",53.57,1.75659590481,27188,87.7,852.8121654,67.8,0.7305,0.6007,2.5468,2.7278,1.1276,12.5172,18.6734,30.8355,0.7811,66.8909,1.9407,8.62120000000001,4.6388,0.3912,0.0791999999999999,12.3256,0.5368,1.71,69.09,78.26,9.17,156.01645,4.45e+09,18.7,15.9,15.61,13.2,19.4,1160.255384,5.8,77.287,73.7,25.990732,26.75453166,8.5,12,9769,6117,51265841
"36",8.05,1.100676758,3.461404191,3.357260846,91.95294552,289.1732824,280.4729195,29.69686059,93.39057717,90.58073281,14.84323,60.93004,60.2145,120807.8615,495904.7212,490080.9983,278318,499106,7.863303,8.0245183,6.0384258,6.0384258,1.5,0.41,36.55028147,54.97979736,70.16465757,175.6912717,264.2789638,337.2701227,3.5,40.48,312.61,85.79,12.07,37.63,23.24,64.6,40.5,3.56,19.82,140.96,2.36,7.8,3.3,12.2,4.609,180.10001,"1",45.33459,1724.4206,20.18085,3.89,36,246.86,18.43304,-0.00193302648320873,45.8702,"0","0",52.9448,1.82102296471,59673,27.507,121.0422012,47.7,0.6882,0.567,3.2495,3.9975,1.1692,12.9696,27.885,36.5137,0.991299999999999,79.746,2.1779,11.1489,5.124,1.0276,0.1264,14.701,0.6083,3.0821,59.29,67.54,8.25,90.556938,2.28e+09,13.626,73.5,50.19,28.9,47.6,3404.656635,6.63571356741,64.321,62.8,23.36117402,25.76026031,34,1,592,383,888456
"37",16.672,0.986611486,2.575960331,3.876845836,82.42368303,215.2013644,323.8801868,44.85581396,117.1147904,176.2589206,36.00113,77.87475,90.04419,1839910.471,3979946.406,4601890.219,749347,4246301,7.7231127,7.6175358,5.7576397,5.7576397,0.86,0.25,214.3269584,310.307522,416.6726565,235.9875363,341.6682072,458.7829475,3.6,51.12,374.62,122.13,15.38,52.38,41.93,69.02,49.78,3.14,13.14,145.47,2.22,9.6,5.5,13.5,5.213,117.42,"2",48.93867,5714.5917,438.7074065,2.75,39.7,117.41,18.73384,-0.0013293283125452,51.85,"0","0",54.17,1.82182838558,70611,16.122,202.6585841,43.5,0.6985,0.6232,2.9213,3.8056,1.1757,13.3306,27.6671,35.353,1.05,75.3447,2.6487,11.4176,4.9673,0.868,0.1228,14.4364,0.5525,2.9701,54.63,62.89,8.25,88.853043,9.32e+09,12.606,45,59.9,25.1,21.5,3457.201389,6.53698769632,64.57,61.4,22.39378052,24.22026121,18,7,4385,2418,5657017
"38",260.889,0.942631128,2.736463189,3.879117852,78.7494677,228.6101244,324.069996,15.2863986,44.37649658,62.90662372,0.5103955,4.925115,10.59034,25264.34247,243790.9269,524216.9584,4543420,264432,8.8486617,8.9133927,8.7075053,8.7075053,0.34,0.14,11.65821886,2.804006248,24.73488539,4.412595061,1.061306557,9.362067606,9.7,39.46,130.93,22.05,24.85,27.45,17.23,39.65,15.16,0.4,0.85,109.66,2.53,25.7,21.1,30.4,6.998,731.75,"3",48.18792,14686.2539,19.59831,7.04,3.334,676.06,18.33787,-0.00118300001793533,54.63,"0","1",61.67,1.7528952372,23017,100,1286.462817,72.9,0.5323,0.4726,2.8194,3.0939,1.1652,8.92450000000001,16.3372,26.134,0.7186,69.6956,1.2844,8.581,5.0515,0.5371,0.1188,13.5399,0.6248,1.13,71.16,80.98,9.82,276.40625,3.3e+08,13.281,9.7,8.8,7.5,11.9,704.711585,4.181638798,80.279,79.2,26.9095007,28.10500815,6.2,1,491,374,5139053
"39",4.625,0.814961923,1.618856167,2.889052155,68.08370288,135.2427876,241.3577406,25.8448894,51.33878944,91.62051781,9.432848,36.85344,68.84484,2305149.306,9006047.975,16823936.43,5199406,17909066,7.3379487,6.312889,4.4236553,4.4236553,0.26,0.08,486.8208205,684.1582321,951.3260614,133.2425572,187.2536846,260.3773541,6,35.07,422.34,139.42,27.81,58.44,47.95,101.94,43.34,4.59,21.59,143,2.4,10.3,5.8,15.2,5.257,116.93,"2",41.4748,3713.6436,1331.420136,2.41,58.7,119.31,18.46531,-0.00069051779426882,20.37,"1","2",35.71,1.80475904226,88856,1.2,189.6011903,42.4,0.7444,0.834300000000001,2.8741,3.7751,1.15,15.4821,26.7831,35.9448,0.8352,80.2837000000001,4.8057,11.3803,4.6531,0.8375,0.1727,15.446,0.5327,2.8116,52.15,59.87,7.72,68.291847,5.166e+10,12.102,94.4,94.67,34.2,47.4,5579.573984,7.05776661054,57.783,51,23.47829494,24.24784698,37.9,66,45573,25672,27053629
"40",114.487,0.673078637,3.262815203,4.373040879,56.23046257,272.5827237,365.3334068,7.771650708,37.67384477,50.49298014,0.3083222,2.453549,5.311003,12716.84472,101197.3891,219053.9651,4077496,126108,8.3590648,6.3176757,9.2294015,9.2294015,0.21,0.09,0.634493705,1.217902983,6.987970489,0.111150038,0.213351152,1.224146402,58.98,30.22,325.58,88.71,8.95,23.45,18.81,27.81,13.66,0.05,0.31,180.24,4.51,24.4,24.1,24.5,6.508,569.42999,"3",29.72947,22012.3147,16.839567,9.62,0.765,524.49,12.09451,-0.00154479260192154,33.8,"1","1",45.89,1.76718617559,24063,97,1656.426156,81.6,0.5221,0.0781,4.9854,4.0625,1.1553,6.5631,18.7954,25.0049,0.8305,62.7293,1.094,10.2088,5.1285,0.8397,0.1572,16.1966,0.7517,5.6243,67.42,77.36,9.94,251.05083,8e+07,12.956,4.3,4.59,4.1,5,356.288517,11.88120043861,78.488,77,28.1976285,27.03333448,2.6,0,133,101,4081657
"41",11.301,0.73897956069,2.57323898686,3.75758636167,63.8161860202,216.982893477,319.483294323,11.61795337733,39.1104098607,55.5981944071,0.43277480228,4.9014406123,9.329310538,46453.830527962,863630.618881159,1308355.5862985,10682055,779377,7.2850055,9.5670743,11.7883774,11.7883774,0.38,0.16,26.79787593,51.27562769,133.0067906,2.340771293,4.478881745,11.61802816,35.8,34.34,214.01,56.83,13.13,24.27,10.7,28.74,12.81,0.09,0.8,152.98,2.87,24.6,18.9,30.3,5.418,669.9819977,"3",38.4394914,8325.6313,46.12650197,7.1532,2.856,639.741,16.84038,-0.00110373770760036,65.28,"0","2",71.13,1.78154877188,25180,100,1509.755489735,73.5,0.6923,0.4318,3.0059,2.8454,1.1592,10.6899,18.0462,26.2605,0.7071,76.3088,1.1466,9.5013,5.0628,0.4989,0.1242,13.6957,0.6785,2.8747,69.19,78.91,9.73,387.0621343,2.01e+09,12.905,5.6,5.71,5.3,10.9,381.9394847,7.735580744,78.802,79.2,25.37309739,26.20142057,2.3,1,432,253,11317498
"42",28.542,0.581570659,2.085576347,3.051524636,48.58568577,174.233613,254.9310472,9.553222324,34.25890599,50.12614175,0.002312479,0.05130247,0.05130247,27.27985227,605.2049781,605.2049781,1160985,0,8.2802862,5.6710975,6.7227887,6.7227887,0.43,0.16,0.561848339,0.506820861,1.041139077,0.482389041,0.435143815,0.893896176,24.8,43.87,187.14,35.42,17.83,30.02,7.54,63.02,10.77,0.15,0.32,126.42,4.07,21.8,21.9,21.6,6.26,1319.55,"4",32.73986,27184.4166,139.754501425,15.3771,5.372,835.13,12.56873,-0.00978953326137889,40.74,"2","2",57.74,1.78368479495,15789,65,2136.797759,85.3,0.558,0.2524,2.8597,3.5806,1.1624,4.9894,14.2655,22.9005,0.3812,70.4841,2.1419,13.5243,5.3587,0.6815,0.1743,14.0008,0.6972,4.2702,70.2,80.48,10.28,937.77203,3848800000,11.319,3.4,3.2,3.6,11.7,251.0092208,6.708211463,80.982,79.9,27.73522915,26.22650471,1.5,0,28,19,1215588
"43",3.394,0.560192577,2.049379486,3.24618016,46.79971401,171.2096479,271.1929958,36.02248181,131.7827803,208.7415482,28.68827,87.43453,95.51018,23351897.19,71170626.73,77744106.01,21868430,54328189,6.2299002,6.064558,4.3320325,4.3320325,1.21,0.3,2637.781537,3663.685833,4972.133082,220.8595465,306.7577737,416.3131186,4.4,48.24,353.13,136.68,11.47,58.92,31.39,55.64,51.98,3.99,16.71,114.31,1.8,6.7,3.6,9.7,4.311,46.470001,"1",42.09971,859.3817,19144.25821,1.4,75.1,45.83,18.33639,-0.000333699941070062,37.96,"0","1",33.57,1.82663405059,92831,10,33.97361777,40.4,0.911900000000001,0.9113,3.0025,4.4728,1.1107,15.7172,33.2142,42.168,1.112,78.3307,4.2018,11.2203,4.8092,1.1283,0.1645,15.4294,0.5103,3.7469,53.11,61.56,8.45,12.715207,5.183e+11,9.3,98.3,87.31,36.1,26.3,5794.176295,7.12147363229,60.681,58.1,21.44356804,22.70869215,30.1,253,160849,80224,92377986
"44",122.406,0.303741478,1.74842859,2.389893956,25.37522787,146.0675513,199.6569721,4.451481478,25.62408513,35.02507712,0.1092044,0.1425427,0.1710614,6295.611819,8217.558146,9861.655498,5660749,22734,5.3713457,3.2946986,5.0148581,5.0148581,0.34,0.12,8.074058217,4.378149493,7.934043856,1.059482007,0.574502993,1.041109252,40.1,34.51,137.43,36.95,8.07,37.99,10.96,28.41,14.97,0.07,0.44,169.05,3.75,19.7,22.3,17,7.515,1588.9,"4",28.16634,46312.3443,542.83910149,26.44,5.38,1492.02,5.672,-0.00146216485031388,38.89,"2","0",56.55,1.815271616,20451,100,5083.20928,85.7,0.05,0.11,2.34,2.42,1.43,9.91730000000001,11.04,24.978,0.04,57.6,7.0816,18.23,6.22,0.47,0.19,14.8979,0.63,2.5,69.88,80.82,10.95,697.55823,40962800000,10.5,3.5,4.05,3.4,4.3,322.1204886,9.804800291,80.898,80,26.27862334,24.55769869,2.5,0,194,130,5813302
"45",61.741,0.615534816,2.459454634,3.540836588,51.4231258,205.4682234,295.8092388,25.67767887,102.5987234,147.709703,3.311857,46.17658,66.70957,31267.14258,435951.7065,629803.0491,439594,487820,8.6408121,7.5921335,5.8525499,5.8525499,0.71,0.24,19.31481957,27.18297244,36.92893674,103.8233809,146.1172387,198.5049382,3.5,41.29,305.33,83.21,13.97,33.29,26.47,65.77,39.81,3.38,19.55,139.33,2.32,13.5,8.6,18.3,4.369,154.5,"2",41.58799,3295.6815,44.790391,2.9916,29.3,147.67,17.42226,-0.00202189695669251,54.63,"1","0",48.93,1.82665605785,64677,30,146.6987696,44.7,0.6526,0.6082,3.1809,3.6207,1.1281,11.569,23.305,34.0641,0.9188,79.5096,2.289,11.0988,5.0725,0.8293,0.1239,14.4048,0.6238,3.0558,58.58,66.68,8.1,29.903355,6.23e+09,12.041,65.3,48.82,30.8,47,2491.48713,7.00734660024,67.112,61.6,23.50601857,24.75441969,33.4,1,820,456,1002197
"46",205.201,1.180382518,2.875454061,4.024191138,98.61173919,240.2217261,336.1897358,15.24125693,37.12824737,51.96089413,0.5847719,7.921777,18.58065,61477.8359,832826.7935,1953408.075,8843851,1684543,8.6348075,11.4407357,10.6344056,10.6344056,0.34,0.15,42.48574207,36.78264952,98.03372129,8.682168866,7.516714052,20.03366968,6.985,30.5,272.57,70.25,22.63,20.73,18.11,53.27,9.89,0.84,2.52,103.49,2.7,27.6,21,34.1,5.168,471.82001,"3",41.91857,15912.3995,39.923408,6.66,8.8,377.03,20.767,-0.000895346792131188,63.89,"1","0",73.21,1.74101859806,29597,26.5,873.1177009,62.5,0.6068,0.5656,3.1811,2.5,1.1555,13.6488,21.6091,32.5388,0.7733,59.3695,1.4862,8.2229,4.339,0.2986,0.0862999999999999,13.6543,0.5042,2.0974,66.41,75.64,9.22,381.37183,3.73e+09,15.774,30.9,33.13,15.4,19.1,2406.219552,5.97289542807,74.081,73.2,25.68938691,27.56382371,21.7,6,5033,3793,10953714
"47",713.482,1.345774261,2.50948,3.182589661,112.4289274,209.647452,265.8805063,31.37819024,58.51125492,74.20553857,3.393462,10.93528,17.05914,569604.8471,1835526.224,2863438.232,13674280,2470088,7.4656134,8.4553857,7.8982064,7.8982064,0.49,0.17,20.70483616,25.33957075,68.74477193,2.566411094,3.140896891,8.521069378,7.18,28.19,141.95,33.66,40.64,23.92,22.51,80.2,18.46,0.28,0.89,106.11,2.65,19.9,14.9,24.7,5.354,421.89999,"3",45.71153,10638.8251,186.795612,4.68,3.5,361.21,20.61353,-0.000875065849389768,60.19,"1","2",67.38,1.76501147624,29357,22.8,980.2299724,61.2,0.7201,0.6087,2.5385,2.8416,1.1537,11.6831,18.8183,30.9599,0.7534,74.1232,1.3972,7.9956,4.7501,0.4786,0.0948,13.0046,0.5456,1.9754,68.2,77.83,9.63,428.47943,2.73e+09,13.7,21.6,19.01,13.9,13.8,1315.719531,6.01967345024,77.01,75.5,26.76872095,28.0662789,10.8,5,4109,2401,17888474
"48",60.801,0.987348298,2.265912852,4.148056121,82.48523794,189.2993193,346.5376876,8.165371609,18.739102,34.30442909,0.7054973,26.9977,75.18362,680399.8897,26037281.93,72509032.64,88807929,4970243,15.9915285,19.8157674,18.2179029,18.2179029,0.55,0.27,29.55839364,95.80742928,118.0654084,1.537230201,4.982614264,6.140175061,8.4,40.61,436.74,107.01,31.43,43.88,122.79,66.91,16.29,1.07,1.27,83.01,3.61,32,22.7,41.1,4.472,183.12,"2",31.53395,11957.2122,1077.918624545,4.1345,3.6,272.6795,17.677,-0.000667521363072377,43.52,"1","2",44.17,1.74832361579,35784,51.1,495.1650809,61,0.6041,0.554,2.841,2.4892,1.1407,14.0255,18.6378,30.3876,0.7996,50.4642,2.224,8.4859,4.4108,0.4214,0.0839,14.5184,0.525599999999999,2.3228,62.04,72.13,10.09,306.79916,1.337e+10,13.865,24,20.39,11.6,36.9,1592.650397,6.195529916,71.99,70.8,27.93033859,31.69788414,12.8,44,34547,16529,104258327
"49",148.315,1.459323301,5.867017476,4.686519279,121.9150627,490.1434817,391.5220784,27.08448184,108.8895985,86.98000382,2.749257,54.69082,41.0972,175625.8913,3493716.304,2625339.275,4734359,1578120,9.3025743,10.6596175,9.6655712,9.6655712,0.42,0.16,28.81949485,73.883603,106.2409055,8.679004675,22.25008242,31.99449956,5.95,41.37,179.53,25.27,69.3,23.07,25.7,116.48,15.27,0.14,1.83,98.27,2.47,24.6,18.9,28.9,5.462,311.87,"2",38.77876,8598.1982,31.253271,5.42,9.674,302.99,19.23771,-0.000994505595892358,32.41,"1","0",43.21,1.80701554537,36007,21.6,578.4609406,64.4,0.6465,0.5964,3.2448,3.6458,1.1773,13.3793,25.305,33.9305,0.9024,72.323,1.5517,8.3811,4.7474,0.8868,0.0934,13.8799,0.558199999999999,2.7982,66.48,75.47,8.99,161.16724,3.15e+09,16.705,16.8,13.49,12.2,30.3,1083.908987,5.15845253,73.317,72.6,26.97990172,28.50102418,8.3,1,1166,608,6518500
"50",59.16,0.97365147416,2.56859644451,3.86262224983,84.2003890027,213.737197513,311.688284567,28.2062356862,81.9506424402,122.0846885641,9.6277155754,37.22484655,54.94805438,1160271.17813296,2881629.3524826,4743417.346502,875665,299724,9.4867882,9.1859882,7.3285951,7.3285951,1.08,0.31,17.85461943,16.87890766,35.34065549,96.82594982,91.53464588,191.6530649,4.6,49.24,238.66,65.36,11.01,32.48,29.25,60.57,28.6,1.8,9.17,129.09,2.54,8,3.8,12.6,4.83076,238.03899988,"3",44.7068654,28528.953,305.32284128,4.3414,34.746,237.1296,18.66259,-0.00208891892671385,49.0967,"0","0",52.8894,1.81090487359,82201,37.511,789.5788502,48.4,0.675,0.5277,2.9995,3.7077,1.191,12.7179,26.119,35.8744,0.954,72.0818,1.7455,9.2269,4.9916,0.8895,0.1189,14.0151,0.628,2.3211,56.66,65.47,8.81,568.37732,8.8e+08,13.315,94.1,59.16,35,30.628,3460.540601,6.52740032646,58.735,57.1,22.39304404,26.02097699,33.1,2,1316,697,1449891
"51",55.03,0.424691275,2.599478188,3.287714057,35.47963869,217.1660976,274.6628285,5.054385528,30.93721416,39.12812747,0.1485402,0.6071837,0.7833411,1956.844828,7998.940914,10319.61032,1278576,36831,7.7077688,6.5439834,9.507434,9.507434,0.19,0.07,0.079756048,0.223907952,0.499390045,0.044648951,0.125347926,0.279568036,60.51,27.81,326.4,45.83,8.79,10.48,14.09,19.43,12.91,0.05,0.41,144.09,4.19,21.2,20.3,21.8,6.453,885.83002,"4",30.32145,27408.6649,11.076582,11.07,1.236,701.86,14.866,-0.00462175979276188,23.15,"0","0",34.52,1.74926902182,26242,92.9,1886.814387,81.4,0.24,0.12,4.34,3.45,1.38,5.31,15.94,22.77,0.91,68.36,2.28,10.45,5.15,0.53,0.18,15.18,0.85,4.69,67.16,77.58,10.41,429.6655,3726900000,12.066,3,3.18,4.3,2.3,215.1727847,11.0816551631,78.745,76.5,27.10832438,26.04526707,1.5,0,30,17,1325188
"52",12.569,0.720331215,2.003412194,3.647435865,60.17804634,167.3694398,304.7147757,50.71781197,141.0582811,256.8123699,5.599133,52.99223,87.36121,5957478.856,56383745.44,92952348.41,27964449,71908584,5.7992061,5.0238509,3.5951689,3.5951689,1,0.19,4641.117043,6906.191956,8506.672859,271.5362876,404.0582705,497.6970731,2.6,39.37,360.35,106.98,17.09,47.16,39.55,70.74,50.53,5.17,23.59,151.75,2.13,4.5,1.9,6.9,4.549,110.12,"1",34.99312,1838.4903,3659.216688,1.8,87.3,87.56,18.46349,-0.000286676694401348,43.52,"0","0",52.14,1.83168193697,54964,28.121,65.60194586,44.2,0.889100000000001,0.9111,2.9748,4.3838,1.1158,15.6348,32.5709,41.1912,1.1454,77.2368,4.283,11.3814,4.7549,1.0761,0.174,15.0263,0.5136,2.9958,57.91,65.63,7.72,24.804361,3.9209e+11,8.1,59.2,60.58,24.9,43.5,4211.644212,6.92032973116,66.597,63.1,20.11043961,21.11970671,27.7,198,148833,89734,117876226
"53",2.231,0.848623732,2.557932049,3.955216302,70.89588406,213.6952422,330.4274271,10.98752775,33.11874072,51.21003245,0.03736218,7.515299,28.74499,327.837811,65943.66745,252225.5018,812748,79401,15.946039,18.8754833,18.30089,18.30089,0.47,0.22,3.306182604,10.46151617,23.2986789,11.43925761,36.19642133,80.6124833,0.4,41.41,482.67,101.87,83.75,70.5,10.82,459.95,19.12,1.05,3.64,122.79,2.63,30.2,25.1,35.3,4.87395,227.06,"3",36.6966,13503.845256,4.5771,4.49,14.912,238.97,18.97871,-0.0023155434735606,86.11,"1","2",80.36,1.80503118396,39681,100,331.3576231,46.6,0.657,0.5175,3.3226,3.1087,1.1251,13.0014,21.4226,30.7184,0.8451,63.7807,1.378,9.6495,4.495,0.5613,0.1042,15.7757,0.5672,3.1566,57.21,65.38,8.17,70.953873,1.428e+10,20.7,22.4,27.9,10.9,19.089,1864.966294,4.767926846,67.444,69.7,26.80560987,29.0032383,9.6,0,340,219,902899
"54",63.891,0.281521543,2.48,2.574301349,23.51892593,207.1846282,215.0627693,3.962456887,34.90636262,36.2336679,0.06272282,0.09872849,0.09872849,3454.907152,5438.176508,5438.176508,5348022,131509,6.4035424,4.3160987,6.8101355,6.8101355,0.24,0.1,1.141119764,0.792747225,1.032838419,0.140951943,0.097920714,0.127576953,31.41,52.29,179.76,43.04,4.09,14.58,12.59,11.61,11.9,0.03,0.22,116.43,4.39,22.2,23.7,20.6,7.889,1501.48,"4",27.32977,38896.7005,2476.69742386,26.06,9.191,1501.11,6.802,-0.00093721387941662,38.43,"2","1",50.3,1.746749282,19843,100,3996.436879,89.6,0.15,1.253,3.13,2.8,1.01,14.34,23.6,44.84,0.41,85.96,6.4603,19.69,3.84,0.39,0.24,30.5,0.56,3.28,70.53,81.74,11.21,794.92712,8.5955e+10,2.2,2.3,2.4,2.8,1.9,182.3905576,9.493801965,81.908,80.5,26.54581549,25.68118239,1.3,0,100,68,5548361
"55",544.493,0.319270299,1.903125749,2.994268773,26.67253963,158.9912906,250.1477672,4.059037715,24.19535799,38.06758693,0.002388263,0.02060666,0.0396873,1596.915494,13778.67288,26536.97029,65757955,866113,7.4588522,4.425538,6.6258572,6.6258572,0.23,0.08,29.55886606,25.84692835,52.77921822,0.333688042,0.291784228,0.595821029,43.64,36.62,109.08,25.02,6.13,14.64,10.57,21.03,10.35,0.07,0.3,148.79,3.76,21.6,22,21.1,6.714,1621.01,"4",32.38069,38515.9193,2171.614838715,24.69,8.568,1597.81,9.124,-0.00029040363185507,60.65,"2","0",68.45,1.926970959,19104,99.9,4542.307106,87.9,1.45,0.84,3.68,3.09,0.980500000000001,14.99,28.65,45.55,0.47,80.6159,10.17,13.5811,4.9111,0.84,0.23,20.4,0.48,5.98,71.71,82.34,10.64,308.73276,107194500000,10.5,4.3,4.25,3.6,8.6,313.2303763,8.496422292,82.659,81.8,26.07234717,24.3122892,2.2,3,2297,1529,65426177
"56",24.262,0.9553951,2.569921043,3.759603537,79.8157978,214.696829,314.0855085,21.99218217,59.15685746,86.54208702,1.150285,15.18224,32.0472,23751.34925,313486.3834,661717.9565,808743,1121432,10.0069996,9.9846067,8.3337097,8.3337097,0.6,0.21,45.21394737,59.61460208,85.68390025,102.0798828,134.5923536,193.4492121,9.5,55.58,308.36,94.28,16.72,36.52,51.18,77.36,41.84,2.7,11.49,146.79,2.59,15,9.6,20.3,4.914,295.5,"3",38.02437,17613.5564,16.93527,3.63,16.5,210.08,18.9841,-0.00156571219437298,67.59,"0","1",63.57,1.80552641864,58498,57.6,480.8514802,51.4,0.7066,0.6112,3.2838,3.5348,1.1575,12.8942,24.1631,34.0569,0.976299999999999,70.7853,1.7315,9.8804,4.8608,0.7034,0.1024,14.9174,0.5553,2.8754,57.58,66.53,8.94,124.56293,3.29e+09,13.669,52.2,40.51,23.1,23.5,3404.89869,6.02463578002,66.467,63.7,24.14419589,26.69545578,23.2,2,1368,901,2278829
